lemma,freq,per_million
433α,2,0.3
40.00,2,0.3
"r0410,c0010ς",2,0.3
428λε,2,0.3
01/01/2020,2,0.3
"0,00",2,0.3
περιθωριο,2,0.3
παρεχομενο,2,0.3
ανεξαρτητο,2,0.3
εξωχρηματιστηριακα,2,0.3
εκκαθάρισης)·,2,0.3
08.07,2,0.3
πιστωτικων,2,0.3
35.01,2,0.3
0130·,2,0.3
ca5.1,2,0.3
κκα].,2,0.3
κεφαλαίων·που,2,0.3
139,2,0.3
αρνητικοί,2,0.3
08.05,2,0.3
0250,2,0.3
τυχός,2,0.3
280α,2,0.3
277α,2,0.3
0155,2,0.3
0030-0040,2,0.3
0100-0150,2,0.3
7.35ιγ(γ,2,0.3
"9.b2.5,παράρτημα",2,0.3
εμφάνιση(6,2,0.3
καταστασης,2,0.3
ενεργητικού»·,2,0.3
κωδικός»·,2,0.3
αντισυμβαλλόμενος)·,2,0.3
"0130,0010",2,0.3
"0150,0010",2,0.3
"0195,0010",2,0.3
"0050,0070",2,0.3
τραπεζική·,2,0.3
428ζ,2,0.3
ενεχυριάζει,2,0.3
428ιδ,2,0.3
428ιε,2,0.3
προειδοποίησής,2,0.3
πολλαπλασιαζόμενοι,2,0.3
428θ,2,0.3
λιανικής»·ς,2,0.3
2.5.3.2,2,0.3
428μδ,2,0.3
428μα,2,0.3
2.3.0.2,2,0.3
ενεργητικού)·,2,0.3
eur+40,2,0.3
καθορισμου,2,0.3
ποσοστων,2,0.3
υπουργείος,2,0.3
εκτελέσεως,2,0.3
θίξουν,2,0.3
νεοεκδοθείσες,2,0.3
ετύγχαναν,2,0.3
δράσεή,2,0.3
αραίωση,2,0.3
επιδίκαση,2,0.3
επισπεύδω,2,0.3
2019/2162,2,0.3
αναγνωρίσεων,2,0.3
αδειοδοτήσεων,2,0.3
επείγουσας,2,0.3
διαφάνεια·,2,0.3
απομειωθώ,2,0.3
προετοιμαστεί,2,0.3
αξιώσεών,2,0.3
επιβλητής,2,0.3
εργαλεία,2,0.3
εκτιμηθούν·,2,0.3
22.1.2021,2,0.3
έπλητταν,2,0.3
προωθημένο,2,0.3
κουκέτα,2,0.3
725/2011,2,0.3
καινοτομικός,2,0.3
οδομέτρου,2,0.3
υποδείξτε,2,0.3
οικογένειας,2,0.3
2017/1152,2,0.3
ενιαίες,2,0.3
χιονιός,2,0.3
πρόβολος,2,0.3
διευθυντήριου,2,0.3
κεντροαξονικού,2,0.3
βαρέα,2,0.3
δεξαμενής/-ών,2,0.3
εγχυτήρας/-ες,2,0.3
σιγαστήρα/-ων,2,0.3
φτωχού,2,0.3
κάνιστρου,2,0.3
ξυλάνθρακα,2,0.3
εφοδιασμένου,2,0.3
cdmin,2,0.3
αντιδραστηρίο,2,0.3
ip_h,2,0.3
αυτόματη/-ες,2,0.3
βαλβίδα/-ες,2,0.3
βαλβίδα-ε,2,0.3
ανακουφιστική,2,0.3
n_min_drive_set,2,0.3
asm,2,0.3
μηχανικά·,2,0.3
άξονα/-ος,2,0.3
ταμιευτήρα/-εςς,2,0.3
φωτογραφία/-ες,2,0.3
πιστοποιητικού-ών,2,0.3
πλανήτης,2,0.3
τεμαχίο,2,0.3
άνωθεν,2,0.3
εσχάρων,2,0.3
τοποθετηθεί/-ούν,2,0.3
καθήμενος,2,0.3
αμαξιδίο,2,0.3
οχήματος/-ων,2,0.3
καθήμενας,2,0.3
εμπορική/-ές,2,0.3
co2(εφόσον,2,0.3
κατευθυντήριος/-οι,2,0.3
άξονας/-ες,2,0.3
δοκιμων,2,0.3
καύσιμο/-α,2,0.3
αιθάλη,2,0.3
φορτιζόμενων,2,0.3
φορτιζόμενα,2,0.3
h)2,2,0.3
εντυπη,2,0.3
οχηματα,2,0.3
πληρη,2,0.3
1/2/3a/3b,2,0.3
τοποθετάνω,2,0.3
αυτοπροσαρμογής,2,0.3
βιομετρικού,2,0.3
κατανεμήθηκαν,2,0.3
εικονίδιο,2,0.3
αλλάξω,2,0.3
επιτυχία»·,2,0.3
-8,2,0.3
"-26,5",2,0.3
cir,2,0.3
2020/12,2,0.3
πληροφορια,2,0.3
σημαντικα,2,0.3
ασυνήθιστης,2,0.3
mta,2,0.3
απώλεσαν,2,0.3
31.8.2017,2,0.3
17.3.2017,2,0.3
26.5.2016,2,0.3
2017/2361,2,0.3
έτος.»·,2,0.3
2018”·,2,0.3
χαμηλότεροι,2,0.3
αυτής(7,2,0.3
ιδρυμάτων(10,2,0.3
ιδρυμάτων(13,2,0.3
ενεχομένων,2,0.3
επιτροπή(5,2,0.3
ενεργούντα,2,0.3
ενδίκων,2,0.3
89/592/εοκ,2,0.3
συνταξιοδοτήσεων,2,0.3
απονομή,2,0.3
αξιών(5,2,0.3
επεδίωκε,2,0.3
διαθέτουσα,2,0.3
εσωτερικοποίηση,2,0.3
fin-net,2,0.3
πιθανολογούμενες,2,0.3
παρεμπιπτόντως,2,0.3
εξακριβώνεται,2,0.3
διευθυνόμενα,2,0.3
ακυρωσία,2,0.3
σπς,2,0.3
προσφερόμενου,2,0.3
θεραπεύω,2,0.3
συνδεδεμένους,2,0.3
αμέριστος,2,0.3
υποπαραγράφων,2,0.3
προ-διαπραγματευτικός,2,0.3
μετα-διαπραγματευτικός,2,0.3
αλλήλος,2,0.3
δημιουργούμαι,2,0.3
έστειλε,2,0.3
παρουσας,2,0.3
προστασιών,2,0.3
ανακύπτοντα,2,0.3
ημικρατικός,2,0.3
ασκηθείσος,2,0.3
επισήμων,2,0.3
εμπίπτουσας,2,0.3
cambio,2,0.3
επιτρέπουσες,2,0.3
forward-rate,2,0.3
δεκτικά,2,0.3
αντεκχώρησης,2,0.3
επισημοποίηση,2,0.3
επιτυχημένος,2,0.3
2001/310/εκ,2,0.3
ενδιαφέροντα,2,0.3
αιτιολογηθούν,2,0.3
ταυτίσει,2,0.3
διασφαλίζουν,2,0.3
xxiii,2,0.3
xxviii,2,0.3
13ε,2,0.3
25.5.2012,2,0.3
προαναφερθέντος,2,0.3
αορίστος,2,0.3
αποσαφηνίζεται,2,0.3
αρνούμενος,2,0.3
πωλείται·,2,0.3
2273,1,0.15
0125,1,0.15
104/2004,1,0.15
23.12.2004,1,0.15
1725,1,0.15
0707,1,0.15
1541/1,1,0.15
ακάλυπτες,1,0.15
ζημιώνω,1,0.15
προοδεύω,1,0.15
εξελιγμένους,1,0.15
απλοί,1,0.15
tεχνικός,1,0.15
εξελιγμένοι,1,0.15
εξελιγμένων·,1,0.15
έλεγχων,1,0.15
αναγνώρισή,1,0.15
συγκλίνουσας,1,0.15
ρευστοποιήσιμες·,1,0.15
επιτροπεία,1,0.15
ασφαλείας)·,1,0.15
επιδιωκόμενων,1,0.15
τριτεγγυήσεις,1,0.15
δεικτοποιημένος,1,0.15
τονωθεί,1,0.15
χρήσιμο,1,0.15
αναπληροφόρησος,1,0.15
συνιστα,1,0.15
αυξομειωθεί,1,0.15
ρευστότητας)·,1,0.15
αναξιόχρεος,1,0.15
θεματοφυλακής)·,1,0.15
οριζόντιοι,1,0.15
αποδόσεις·,1,0.15
τριτεγγυητή,1,0.15
1.5.1ς,1,0.15
ερμηνεύσουν,1,0.15
trust's,1,0.15
νεοσυσταθέντων,1,0.15
δσε·,1,0.15
άμεσα-προμήθειος,1,0.15
έμμεσα-δσε,1,0.15
επισυναφθούν,1,0.15
περιλαμβανόμενα,1,0.15
υπό-λογιστικός,1,0.15
παραπλανητικών,1,0.15
προσθέτοντας,1,0.15
85/611/eoκ,1,0.15
υποκείμενο(-α,1,0.15
ομπρέλα»/αμοιβαία,1,0.15
επενδύοντα,1,0.15
—εφιστώντας,1,0.15
δεικτοποιημένου,1,0.15
εμπεδώνω,1,0.15
βαρκελώνη,1,0.15
προετοιμάσει,1,0.15
διακοινοτικός,1,0.15
ειλικρινή,1,0.15
oδηγία,1,0.15
απρόοπτων,1,0.15
εκσυγχρονισμό,1,0.15
ασκούνται·,1,0.15
συνελεύσεις,1,0.15
ενεργότερα,1,0.15
διαχυθεί,1,0.15
απλοποάιλω,1,0.15
νομισματικών,1,0.15
παραβλάπτεται,1,0.15
εκδώσας,1,0.15
2003/6/eκ·,1,0.15
83/349/εοκ.η,1,0.15
ελεγκτών·,1,0.15
συνελεύσεις·,1,0.15
συνέλευσης·,1,0.15
συνέρχεται,1,0.15
προέλευσης·,1,0.15
καθιερώνο,1,0.15
εκτελεσθούν,1,0.15
παραβιάσθηκαν·ς,1,0.15
συμβαίνει·,1,0.15
1999/468/εοκ,1,0.15
1999/468/eκς,1,0.15
τρίμηνη,1,0.15
διακυβεύσει,1,0.15
τoυ,1,0.15
καταργηθείσες,1,0.15
30.3.2004,1,0.15
προσαρμόσθηκε,1,0.15
αναρίθμηση,1,0.15
άμστερνταμ·,1,0.15
4.9.2003,1,0.15
eυρωπαϊκής,1,0.15
καταπιστευτικός,1,0.15
ασυμπλήρωτα,1,0.15
ελλειπουσών,1,0.15
διαστρέβλωση,1,0.15
εκάστη·,1,0.15
δημοσιευθεί·,1,0.15
0001/34/,1,0.15
prο,1,0.15
προσαυξημένη,1,0.15
συνακόλουθο,1,0.15
άξία,1,0.15
έκαστος·,1,0.15
επιλεγένς,1,0.15
υς,1,0.15
2003/71//εκ·,1,0.15
εκδόσεις)·,1,0.15
ενσωματωση,1,0.15
απόσχιση·,1,0.15
δελτία·,1,0.15
μεταβλήθηκαν,1,0.15
ενσωματωθέντα,1,0.15
άνες,1,0.15
υπονομευθεί,1,0.15
ευχερής·,1,0.15
τηλεφορτώσον,1,0.15
εκτυπώζω,1,0.15
προμηθευτεί·,1,0.15
αντίγραφο·ς,1,0.15
παραλήπτη·,1,0.15
τηλεειδοποίησης·,1,0.15
επιστολές·,1,0.15
παραγγελίας·,1,0.15
κατάλογοι·,1,0.15
παρουσιάσεις·,1,0.15
ραδιόφωνο·,1,0.15
εικόνα·,1,0.15
βιντεοτέξ·,1,0.15
ταχυδρομείο·,1,0.15
πανό·,1,0.15
φυλλάδιο·,1,0.15
προσώπων·εάν,1,0.15
εγκαταστασεις,1,0.15
διπλωματα,1,0.15
ισχύει(-ουν,1,0.15
14.1.παρατίθενται,1,0.15
διευκρινίζεται,1,0.15
-σε,1,0.15
καταβληθεί·,1,0.15
προσδιορίζεται(ονται,1,0.15
forma,1,0.15
εξηγούνται·,1,0.15
διασπορας,1,0.15
μερομηνία,1,0.15
παράγωγο(-α,1,0.15
εγγραφόμενους,1,0.15
απονεμώ,1,0.15
εμπράγματων,1,0.15
well,1,0.15
αποφασισθεί·,1,0.15
άμεσης(ου,1,0.15
έμμεσης(ου,1,0.15
διαθεσιμων,1,0.15
διαγραμματικός,1,0.15
απεικόνισή,1,0.15
καλύπω,1,0.15
παραστατικά,1,0.15
πιστοποιητικά·,1,0.15
κτήσής,1,0.15
προσφοράς·εάν,1,0.15
δαπανη,1,0.15
επeνδυτικος,1,0.15
γ)]·,1,0.15
οργανισμου,1,0.15
καταλογισθούν,1,0.15
χρηματοοικονομικμ,1,0.15
πληπροθορηση,1,0.15
τραπεξώνς,1,0.15
)με,1,0.15
ορανισμοί,1,0.15
νααποτελούν,1,0.15
υποχρέωνε,1,0.15
οε57-οε63,1,0.15
65-67,1,0.15
κελσίου,1,0.15
οε27-,1,0.15
οε36-οε63,1,0.15
επανακατατάξεων,1,0.15
συντομότερο,1,0.15
διακανονιζόταν,1,0.15
οε94-οε97,1,0.15
συμβόλαιο–,1,0.15
αποτιμήνω,1,0.15
διαγραφη,1,0.15
οε34-οε52,1,0.15
κατ’αναλογίαν,1,0.15
17-26,1,0.15
εξατομικεύθηκε,1,0.15
εκταμιεύτηκε,1,0.15
επανακατάξει,1,0.15
πληωτέο,1,0.15
εύλογής,1,0.15
επαναμετρηθεί,1,0.15
οε83,1,0.15
οε98-οε101,1,0.15
οε53,1,0.15
πλημμέλεια,1,0.15
εξατομικευθεί,1,0.15
ελευθέρου,1,0.15
αναστρέφομαι,1,0.15
κατατασσόμενου,1,0.15
οε102-οε104,1,0.15
συνεξαρτώμενοι,1,0.15
βέβαιων,1,0.15
απομονωθεί,1,0.15
συναθροίζονται,1,0.15
κατ’αυτός,1,0.15
χρησημοποιείται,1,0.15
απορρέουσος,1,0.15
προσδιοριζόμενου,1,0.15
επανακαταταχθούν,1,0.15
θααφαιρεί,1,0.15
98.,1,0.15
95-100,1,0.15
88(γ,1,0.15
105-108,1,0.15
εφαρμόζετο,1,0.15
απατήσεις,1,0.15
οε36-οε52,1,0.15
ανακοινωσεων,1,0.15
οδηγιών,1,0.15
ε.δ.λ.π,1,0.15
ασφαλιζόμενης,1,0.15
εξοφλητέο,1,0.15
ποικίλω,1,0.15
ανακτήσιμο,1,0.15
διακρατήνω,1,0.15
εξαναγκάζω,1,0.15
οε16-οε23,1,0.15
διακρατηθούν,1,0.15
οε71,1,0.15
κατατάσσετο,1,0.15
κατ’εξοχήν,1,0.15
14-42,1,0.15
οε49,1,0.15
οε50,1,0.15
ο.ο.ε.ς,1,0.15
18(α,1,0.15
εύκολά,1,0.15
αντ’αυτού,1,0.15
τρόπο,1,0.15
επανακατατάσνω,1,0.15
οε44,1,0.15
αναγγελίες,1,0.15
υποτάσσο,1,0.15
ανταλλαγές,1,0.15
αποσβηνώμενες,1,0.15
αποσβηνόμενης,1,0.15
συνεχιζόμενής,1,0.15
όι,1,0.15
κουπόνι,1,0.15
νμ10000,1,0.15
υπεισέρχεται,1,0.15
υποθέτοντας,1,0.15
επιμερισθείσα,1,0.15
διακεκριμένη,1,0.15
υποχρέωσής,1,0.15
λυθεί,1,0.15
ανασκευάζω,1,0.15
διακατέχομαι,1,0.15
έπακρων,1,0.15
αληθοφανήςς,1,0.15
κινδύνου-απόδοση,1,0.15
εκτιάμλω,1,0.15
τιμολογηθείσα,1,0.15
ορθολογικά,1,0.15
ενσωμάτωνε,1,0.15
ισοτιμίες,1,0.15
ορθολογιστικά,1,0.15
95-101,1,0.15
τηρείτο,1,0.15
επαναδιαπραγματευτούν,1,0.15
επιτόκιο(α,1,0.15
αποπληρώσουν,1,0.15
βρέθηκαν,1,0.15
72-77,1,0.15
ενοποιούμενος,1,0.15
προβλέψιμη,1,0.15
νμ90ς,1,0.15
120/100,1,0.15
100/120,1,0.15
κατ’ελάχιστον,1,0.15
ληξιαρίου,1,0.15
σύμμορφωσος,1,0.15
α)-(θ,1,0.15
οε115-οε132,1,0.15
εξατομικεύεται,1,0.15
οε114(α,1,0.15
οε114(β,1,0.15
επιμερισμούς,1,0.15
αποσβηνόμενων,1,0.15
αυθαίρετος,1,0.15
οε114(ε,1,0.15
οε114(δ,1,0.15
προπληρωτέος,1,0.15
έλεγξε,1,0.15
γνώστης,1,0.15
προηγούμένος,1,0.15
101(δ,1,0.15
ουσιαστικότητα,1,0.15
νμ0,1,0.15
οε94,1,0.15
προηγούμενές,1,0.15
28(α)-(στ,1,0.15
28(στ,1,0.15
οε5-οε8,1,0.15
εισπράξιμων,1,0.15
43-49,1,0.15
υποπαράγραφοι,1,0.15
β)(iv,1,0.15
έξοδοποιούνται,1,0.15
συνήφθηκε,1,0.15
συμμετάσχώ,1,0.15
θανάτος,1,0.15
αποβιώω,1,0.15
απεβίωσαν,1,0.15
αξιολογητικός,1,0.15
κρινόμενος,1,0.15
17(α,1,0.15
αντισταθμιζόμενοι,1,0.15
οε107a.,1,0.15
αντικειμένου,1,0.15
κανονισμόσ,1,0.15
επιτροπήσ,1,0.15
καταταγούν,1,0.15
υιοθέτησή,1,0.15
27.9.2003,1,0.15
170/2004,1,0.15
0383,1,0.15
2004/384/eκς,1,0.15
2000/408/εκ,1,0.15
29γ,1,0.15
επαναριθμούνται,1,0.15
εξής:1,1,0.15
70/2005,1,0.15
176/2004,1,0.15
0025,1,0.15
87/2005,1,0.15
71/2005,1,0.15
92/49/eοκ,1,0.15
98/78/eκ,1,0.15
2002/87/eκ,1,0.15
1073,1,0.15
λιχτενστάϊν,1,0.15
υψίρρυθμος,1,0.15
υπεραστικός,1,0.15
97/33/εκ,1,0.15
ονρ,1,0.15
2002/19/εκ,1,0.15
αναθεωρηθούν,1,0.15
2003/311/εκ·,1,0.15
αδόμητες,1,0.15
στοιχειώδης,1,0.15
2003/548/εκ,1,0.15
προκαταλαμβάνω,1,0.15
συμβατικοί,1,0.15
χρόνοι,1,0.15
επικοινωνιών·,1,0.15
συντομότερους,1,0.15
8.5.2003,1,0.15
25.7.2003,1,0.15
διαθέτοντης,1,0.15
μισθωμένη,1,0.15
3].μισθωμένες,1,0.15
http://europa.eu.int/information_society/topics/telecoms/implementation/leasedlines/doc/cocom02-10,1,0.15
20final.pdf,1,0.15
97/51/εκ,1,0.15
29.10.1997,1,0.15
αδόμητων,1,0.15
όριοχρόνος,1,0.15
ημέρες)9080706050403020100bedkdeelesfrieitlu,1,0.15
98/61/εκ,1,0.15
3.10.1998,1,0.15
19.6.1992,1,0.15
20.1.1998,1,0.15
ευαρέσκεια,1,0.15
μνημονίων,1,0.15
μετονομαστεί,1,0.15
συνεννοήσεις,1,0.15
—η,1,0.15
esc,1,0.15
2001/528/εκ—,1,0.15
επιτροπολογίας,1,0.15
προσχώσεις,1,0.15
τραπεζών.»·,1,0.15
ασφαλισεων,1,0.15
επαγγελματικων,1,0.15
συνταξεων,1,0.15
κείμενο:«όταν,1,0.15
κατάσταση.»·,1,0.15
"5,αντικαθίσταται",1,0.15
αξιών»·,1,0.15
2:α,1,0.15
θέματα.»·,1,0.15
καταστάσεως,1,0.15
προβλεπομένος,1,0.15
χρηματοπιστωτικους,1,0.15
ετερογενων,1,0.15
6.3.2004,1,0.15
γνωστοποιούνταν,1,0.15
ηθελώ,1,0.15
απρόσκοπτο,1,0.15
νεοεισηγμένες,1,0.15
επίκριση,1,0.15
2238/2004,1,0.15
469/2005,1,0.15
3420/83,1,0.15
διαθέσιμες,1,0.15
πλατέος,1,0.15
δεκάμηνο,1,0.15
ιανουαρίου-οκτωβρίου,1,0.15
κυμάνθηκε,1,0.15
414500,1,0.15
24.7.2002,1,0.15
179/2005,1,0.15
3.2.2005,1,0.15
2200/2004,1,0.15
22.12.2004,1,0.15
89·,1,0.15
427/2003,1,0.15
8.3.2003,1,0.15
διερμηνεύεται,1,0.15
αυτοβοηθεία,1,0.15
διακανονιστώ,1,0.15
ρευστότητα–,1,0.15
αλλιά,1,0.15
1751/2005,1,0.15
107α,1,0.15
2002·,1,0.15
25ε)·,1,0.15
εκδίδομαι,1,0.15
στρογγυλής,1,0.15
τραπέζη,1,0.15
οε30α,1,0.15
οε40,1,0.15
105α-105δ,1,0.15
απο-προσδιοριστούν,1,0.15
και«λογιστικός,1,0.15
επιμετρείτο,1,0.15
συμπέραινε,1,0.15
επαναγοράζεται,1,0.15
αναφέρθηκαν,1,0.15
συνδιαχείρισης,1,0.15
11αα,1,0.15
προσέδιδε,1,0.15
οε4β,1,0.15
οε4γ,1,0.15
οε4δ,1,0.15
οε4ε,1,0.15
οε4στ,1,0.15
οε4ζ,1,0.15
οε4θ,1,0.15
οε33b.,1,0.15
16.11.2005,1,0.15
108a,1,0.15
ομίλου)·,1,0.15
εκφραζόταν,1,0.15
οε99γ,1,0.15
οε99δ,1,0.15
αποσβεσθώ,1,0.15
αγοράζουσα,1,0.15
1910/2005,1,0.15
2/2005/sc,1,0.15
μονιμη,1,0.15
1/2000/sc,1,0.15
2/2002,1,0.15
αποφασισε,1,0.15
οφείλουν,1,0.15
διορισθούν,1,0.15
πρακτέος,1,0.15
93/22/eoκ,1,0.15
2006/31/eκ,1,0.15
93/22/eκ,1,0.15
παρέτεινε,1,0.15
0026,1,0.15
0708,1,0.15
30.11.2006,1,0.15
σημαντικότατος,1,0.15
αποφασίσνω,1,0.15
αξιών–,1,0.15
προσωποπαγώς,1,0.15
βρυξέλες,1,0.15
com(2005,1,0.15
d/56756,1,0.15
κλήθηκαν,1,0.15
ιταλικών,1,0.15
d/51366,1,0.15
investimento,1,0.15
διαχειρίσεως,1,0.15
εκμετάλλευσης»)·,1,0.15
λουξεμβούργου»·,1,0.15
καλούμενοι,1,0.15
unit,1,0.15
έναρξής,1,0.15
προσήκον,1,0.15
επενδυτής-μέτοχος,1,0.15
εξετασθείσα,1,0.15
ορίζοντάς,1,0.15
φορολογώνη,1,0.15
εκφράζοντας,1,0.15
βεβαίωσαν,1,0.15
πρόβαλαν,1,0.15
ελάμβαναν,1,0.15
προοριζόμενου,1,0.15
πρόβαλε,1,0.15
κατέχονταν,1,0.15
τήρησαν,1,0.15
συμβιβάσιμο,1,0.15
συμβιβάσιμό,1,0.15
χαρακτήρος,1,0.15
θεομηνία,1,0.15
ομοσπονδιακή,1,0.15
αναπτύξη,1,0.15
ασυνήθως,1,0.15
υποαπασχόληση,1,0.15
πολιτισμός,1,0.15
μέτρου,1,0.15
προϋπήρχε,1,0.15
πληροφορώντας,1,0.15
εγκύκλιοι,1,0.15
ιταλική,1,0.15
καθορίσθηκαν,1,0.15
9.9.2004,1,0.15
agosto,1,0.15
εκμετάλλευσή,1,0.15
επένδυσαν,1,0.15
μερισμάτωνων,1,0.15
έκτη,1,0.15
εναρμονίσεως,1,0.15
2004/66/eκ,1,0.15
89/81,1,0.15
1277,1,0.15
317/94,1,0.15
14.4.1967,1,0.15
77/388/eκ,1,0.15
ii-3207,1,0.15
92/00,1,0.15
103/00,1,0.15
ii-1385,1,0.15
156/98,1,0.15
24-28,1,0.15
i-959,1,0.15
13.1.2001,1,0.15
19/2004,1,0.15
αναγράψετε,1,0.15
1]τοκοφόρος,1,0.15
επιστραφέντα,1,0.15
ε(2006,1,0.15
υιοθετούμενα,1,0.15
προετοιμάνω,1,0.15
ifac,1,0.15
δυναμένους,1,0.15
νομoθεσία,1,0.15
συγκρουόμενο,1,0.15
εγκατέλειψαν,1,0.15
πληρούσας,1,0.15
πρόκριμα,1,0.15
iasb)]·,1,0.15
συνεταιρικής,1,0.15
91/674/εοκ·,1,0.15
απασχολήθηκε,1,0.15
συνδέθηκε,1,0.15
αδειας,1,0.15
εκπαιδευση,1,0.15
νομίμων,1,0.15
επιδιωκομένος,1,0.15
έλεγχος·,1,0.15
χρηματοοικονομική·,1,0.15
στατιστική·,1,0.15
πτυχίων,1,0.15
κυρωθεί,1,0.15
89/48/εοκ,1,0.15
μητρωο,1,0.15
δικτυακού,1,0.15
άλλως·,1,0.15
19].άρθρο,1,0.15
επαγγελματικη,1,0.15
δεοντολογια,1,0.15
ανεξαρτησια,1,0.15
αντικειμενικοτητα,1,0.15
προστατών,1,0.15
–περιλαμβανομένος,1,0.15
εξωελεγκτικός,1,0.15
αυτοέλεγχος,1,0.15
συγκρινόμενη,1,0.15
αυτοελέγχος,1,0.15
ελεγκτικα,1,0.15
ελεγκτικες,1,0.15
αποδοχής·,1,0.15
83/349/εοκ·ς,1,0.15
απεριόριστης,1,0.15
δαπανηθέντων,1,0.15
χρόνια·ς,1,0.15
διενεργεία,1,0.15
aν,1,0.15
αρχή-αποδέκτης,1,0.15
διενεργήσει·,1,0.15
ελεγκτική,1,0.15
διοικούσος,1,0.15
83/349/eοκ,1,0.15
ελεγκτικής,1,0.15
θέση-κλειδί,1,0.15
νομίμου,1,0.15
προηγηθέντων,1,0.15
συνεργασίας·,1,0.15
απασχολήνω,1,0.15
2006/43/ek,1,0.15
28.6.2005,1,0.15
12.5.1984,1,0.15
8.5.1998,1,0.15
31.3.2001,1,0.15
19.7.2002,1,0.15
18.8.2003,1,0.15
85/611/eοκ·,1,0.15
2001/19/εκ,1,0.15
31.7.2001,1,0.15
χαμηλότερες,1,0.15
ατόπως,1,0.15
μελλοντικώς,1,0.15
αναβαθμισθεί,1,0.15
φρονεί,1,0.15
προνομία,1,0.15
συντόμευση,1,0.15
αντικειμενο,1,0.15
προκαθορισθεί,1,0.15
χαρακτηριστικά–,1,0.15
οίκου,1,0.15
πράξεων)·,1,0.15
προαίρεση·,1,0.15
επανορθώσουν,1,0.15
πωληθούν·,1,0.15
επαναπληρωμή,1,0.15
αφαιρούνται·,1,0.15
πρόσημά,1,0.15
εκπεφρασμένοι,1,0.15
20·,1,0.15
ίδιονς,1,0.15
-εφόσον,1,0.15
εγκαθιδρύσουν,1,0.15
επιφυλάσσομαι,1,0.15
διετηρούντο,1,0.15
αντισυμβαλλόμενοί,1,0.15
δημοσιοποιηση,1,0.15
εφαρμοσθέντα,1,0.15
απορρέοντα,1,0.15
περιστολή,1,0.15
2006/48/ek·,1,0.15
12/88ων,1,0.15
2.3.2005,1,0.15
21.11.2002,1,0.15
ίδιο(ος,1,0.15
τίτλο(-ους,1,0.15
ονομαστικό(-ός,1,0.15
εξοφλητέου,1,0.15
διαπραγματεύσιμης,1,0.15
συμψηφίζουσες,1,0.15
xρεωστικοί,1,0.15
αδιαβάθμητες,1,0.15
ανατρέψουν,1,0.15
21)·,1,0.15
τινά,1,0.15
ζώνη·,1,0.15
αναδοχη,1,0.15
4.πίνακας,1,0.15
παραδόσιμες,1,0.15
οσε·,1,0.15
μεταφερθείσας,1,0.15
κατ«επιλογή,1,0.15
εκπεσθέντα,1,0.15
correlated,1,0.15
σχέζω,1,0.15
καθαρώςς,1,0.15
θεωρήσουν,1,0.15
ανεγνωρισμένος,1,0.15
εξωχρηματιστηριακού,1,0.15
rate)(σε,1,0.15
εκκαθαρισμένης,1,0.15
unmatched,1,0.15
απαιτησεων,1,0.15
υποτιθεμένου,1,0.15
10ήμερης,1,0.15
προσαρμοζόμενου,1,0.15
προαιρετικότητας,1,0.15
βελτίωσή,1,0.15
κατοχής·,1,0.15
έωλος,1,0.15
επισταμένως,1,0.15
διαδοχικες,1,0.15
98/33/εκ,1,0.15
77/780/εοκ,1,0.15
εθνικο,1,0.15
2(1,1,0.15
2(2,1,0.15
7(3,1,0.15
3(1)(α,1,0.15
3(1)(β,1,0.15
67(1,1,0.15
3(1)(γ,1,0.15
2(3,1,0.15
3(1)(στ,1,0.15
2(10,1,0.15
3(1)(θ,1,0.15
2(11,1,0.15
3(1)(ι,1,0.15
2(14,1,0.15
3(1)(ια,1,0.15
2(15,1,0.15
1(1)(β,1,0.15
3(1)(ιγ,1,0.15
2(17,1,0.15
1(1)(γ,1,0.15
3(1)(ιδ,1,0.15
2(18,1,0.15
1(1)(δ,1,0.15
3(1)(ιε,1,0.15
2(19,1,0.15
3(1)(ιη,1,0.15
2(23,1,0.15
3(1)(ιθ,1,0.15
2(26,1,0.15
3(2,1,0.15
2(7,1,0.15
3(3)(α,1,0.15
3(3)(γ,1,0.15
2(24,1,0.15
3(4,1,0.15
3(4α,1,0.15
67(3,1,0.15
3(4β,1,0.15
3(5,1,0.15
2(6,1,0.15
2(25,1,0.15
4(α)(β,1,0.15
18(1,1,0.15
18(1)(α,1,0.15
4(1)(iς,1,0.15
1(2,1,0.15
18(2,1,0.15
19(1,1,0.15
19(2,1,0.15
11(2,1,0.15
19(3,1,0.15
26(1,1,0.15
1(4,1,0.15
26(2,1,0.15
7(11,1,0.15
7(14,1,0.15
28(1,1,0.15
5(1,1,0.15
28(2,1,0.15
5(2,1,0.15
1(3,1,0.15
28(3,1,0.15
29(1)(α,1,0.15
vi(2,1,0.15
29(1,1,0.15
29(2,1,0.15
vi(3,1,0.15
30(1,1,0.15
30(2,1,0.15
30(3,1,0.15
33(1,1,0.15
33(3,1,0.15
6(2,1,0.15
35(1,1,0.15
8(1,1,0.15
35(5,1,0.15
8(5,1,0.15
1(5,1,0.15
2(9,1,0.15
41(1)(δ,1,0.15
41(1)(στ,1,0.15
41(1)(ζ,1,0.15
i(4,1,0.15
2(22,1,0.15
i(5,1,0.15
i(9,1,0.15
2(12,1,0.15
i(42,1,0.15
ii(3,1,0.15
iii(2,1,0.15
iii(8,1,0.15
1(6,1,0.15
viii(13)(iii,1,0.15
vi(8)(2,1,0.15
